Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
04/11/2016,NYPD,3. Non-Critical,967,3.71,152.02,,,,,458.80,1032.04,1009.51,3,126,,,,,116,325,650,9.55,5.11,,,2.47,0.06,,
04/11/2016,NYPD,2. Serious,1970,3.56,120.05,,,,,259.26,548.87,525.97,3,91,,,,,80,186,406,4.83,2.32,,,1.94,0.06,,
04/11/2016,NYPD,1. Critical,960,3.50,109.32,,,,,217.34,411.83,395.65,3,84,,,,,66,138.5,323,3.24,1.80,,,1.76,0.06,,
04/11/2016,NYPD (Non-CIP),Other Crimes (In Progress),2484,3.58,147.38,,,,,421.66,971.88,967.63,3,121,,,,,112,313,633.5,9.17,4.57,,,2.40,0.06,,
04/11/2016,NYPD (Non-CIP),Vehicle Accident,3845,3.01,158.48,,,,,998.11,3546.71,3475.07,3,135,,,,,346,1608,2405,42.48,13.99,,,2.59,0.05,,
04/11/2016,NYPD (Non-CIP),Past Crime,3197,3.23,195.76,,,,,985.64,3382.26,3311.88,3,167,,,,,279,1328,2129,39.94,13.16,,,3.21,0.05,,
04/11/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1275,3.71,160.05,,,,,687.57,1868.25,1854.42,3,140,,,,,190,552,1074,19.68,8.79,,,2.61,0.06,,
04/11/2016,NYPD (Non-CIP),Possible Crimes,6220,3.50,155.50,,,,,820.83,2480.44,2409.24,3,126,,,,,223,731.5,1328.5,27.66,11.09,,,2.53,0.06,,
04/11/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,206,3.41,96.39,,,,,363.70,1550.40,1549.73,3,75.5,,,,,137.5,620.5,900,19.78,4.46,,,1.55,0.06,,
04/11/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,400,3.74,116.31,,,,,229.13,1804.53,800.88,3,85,,,,,61,877.5,383.5,26.26,1.88,,,1.88,0.06,,
04/11/2016,NYPD (Non-CIP),Dispute,5235,3.63,166.23,,,,,882.72,2372.78,2359.95,3,140,,,,,224,682,1371,24.83,11.94,,,2.71,0.06,,
04/11/2016,NYPD (Non-CIP),Alarms,2131,3.44,122.41,,,,,797.51,2533.32,2531.97,3,103,,,,,269,901,1538,28.93,11.25,,,1.98,0.06,,
04/18/2016,EMS,2. Non-Life Threatening Med Emergencies,13500,3.65,72.07,,,78.26,125.65,207.24,741.57,654.75,3,78,,,10.5,46.5,96.5,448.5,546,8.91,2.02,0.66,0.13,1.14,0.06,,
04/18/2016,EMS,1. Life Threating Med Emergencies,9689,3.68,58.86,,,63.72,118.59,160.97,543.54,476.68,3,60,,,10,40.5,85,332,404,6.38,1.53,0.80,0.10,0.92,0.06,,
04/18/2016,FDNY,2. Non-Structural Fires,309,3.85,79.12,,,,,94.58,364.72,357.65,3,59,,,,,11,243,328,4.50,0.26,,,1.25,0.06,,
04/18/2016,FDNY,3. Medical Emergencies,3278,3.65,178.09,,,68.45,174.35,208.93,478.65,406.91,3,107,,,5,47,8,253,377,4.49,0.51,1.80,0.09,2.91,0.06,,
04/18/2016,FDNY,4. Non-Medical Emergencies,2674,3.77,192.19,,,,,211.01,511.95,458.30,3,78,,,,,13,266,375,5.01,0.31,,,3.14,0.06,,
04/18/2016,FDNY,1. Structural Fires,371,3.61,73.37,,,,,87.22,282.46,276.74,3,59,,,,,10,189,267,3.25,0.23,,,1.16,0.06,,
04/18/2016,NYPD,2. Serious,2227,3.57,111.97,,,,,257.69,544.01,520.35,3,86,,,,,84,189,408,4.77,2.43,,,1.81,0.06,,
04/18/2016,NYPD,3. Non-Critical,912,3.71,152.70,,,,,458.87,1100.46,1092.23,3,130,,,,,124,374,705,10.69,5.10,,,2.48,0.06,,
04/18/2016,NYPD,1. Critical,1002,3.88,109.93,,,,,231.64,458.35,442.76,3,82,,,,,64,149,331,3.78,2.03,,,1.77,0.06,,
04/18/2016,NYPD (Non-CIP),Alarms,2425,3.62,121.70,,,,,841.22,2733.99,2733.99,3,102,,,,,295,963,1683,31.55,11.99,,,1.97,0.06,,
04/18/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,375,3.79,109.96,,,,,257.33,1820.48,817.30,3,82,,,,,71,915,376,26.05,2.46,,,1.77,0.06,,
04/18/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1345,3.72,161.49,,,,,803.91,2108.11,2101.58,3,138,,,,,224,557,1145,21.74,10.71,,,2.63,0.06,,
04/18/2016,NYPD (Non-CIP),Other Crimes (In Progress),2540,3.70,146.57,,,,,421.19,961.44,958.64,3,119,,,,,111.5,316.5,648,9.00,4.58,,,2.38,0.06,,
04/18/2016,NYPD (Non-CIP),Dispute,5432,3.67,165.02,,,,,969.22,2651.95,2638.95,3,138,,,,,251,724,1449,28.05,13.40,,,2.69,0.06,,
04/18/2016,NYPD (Non-CIP),Possible Crimes,6610,3.60,155.81,,,,,890.93,2752.16,2661.75,3,124,,,,,239,803.5,1433,31.02,12.25,,,2.54,0.06,,
04/18/2016,NYPD (Non-CIP),Past Crime,3247,3.20,195.81,,,,,1166.02,3969.00,3855.44,3,164,,,,,328,1456,2302,46.72,16.17,,,3.21,0.05,,
04/18/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,236,4.20,107.69,,,,,544.39,1898.41,1880.47,3,85,,,,,170,711.5,1123,22.57,7.28,,,1.72,0.07,,
04/18/2016,NYPD (Non-CIP),Vehicle Accident,3887,3.08,161.77,,,,,1127.57,3972.95,3888.91,3,137,,,,,386,1754,2639,47.42,16.10,,,2.64,0.05,,
04/25/2016,EMS,1. Life Threating Med Emergencies,9139,3.24,60.70,,,65.59,129.17,162.53,518.67,459.02,3,65,,,10,42.5,83.5,319.5,396,5.94,1.56,0.96,0.10,0.96,0.05,,
04/25/2016,EMS,2. Non-Life Threatening Med Emergencies,12220,3.18,76.14,,,82.26,144.88,191.31,658.30,589.47,3,78,,,10,47.5,92.5,410.5,513,7.78,1.76,0.93,0.13,1.22,0.05,,
04/25/2016,FDNY,1. Structural Fires,295,3.12,74.49,,,,,87.35,286.37,282.44,3,62,,,,,10,193,273,3.32,0.21,,,1.19,0.05,,
04/25/2016,FDNY,3. Medical Emergencies,3087,3.27,164.39,,,67.74,160.86,188.33,453.87,395.97,3,110,,,5,47,7,250,373,4.42,0.40,1.59,0.09,2.69,0.05,,
04/25/2016,FDNY,4. Non-Medical Emergencies,2425,3.18,175.89,,,,,193.01,481.24,434.89,3,79,,,,,12,259,369,4.80,0.29,,,2.88,0.05,,
04/25/2016,FDNY,2. Non-Structural Fires,173,3.37,81.47,,,,,95.97,337.36,331.82,3,67,,,,,11,233,314,4.02,0.24,,,1.30,0.06,,
04/25/2016,NYPD,2. Serious,1998,3.23,118.42,,,,,232.57,486.74,471.22,3,93,,,,,77,176.5,391.5,4.24,1.90,,,1.92,0.05,,
04/25/2016,NYPD,1. Critical,973,3.16,115.15,,,,,207.58,386.82,375.69,3,89,,,,,61,127,317,2.99,1.54,,,1.87,0.05,,
04/25/2016,NYPD,3. Non-Critical,832,3.17,153.72,,,,,370.06,924.78,919.21,3,128.5,,,,,108,329.5,666,9.25,3.61,,,2.51,0.05,,
04/25/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,388,3.21,115.35,,,,,241.95,1724.47,709.97,3,86,,,,,65.5,1000.5,377,24.71,2.11,,,1.87,0.05,,
04/25/2016,NYPD (Non-CIP),Possible Crimes,6037,3.20,155.61,,,,,694.78,2166.77,2097.18,3,123,,,,,189,684,1215,24.53,8.99,,,2.54,0.05,,
04/25/2016,NYPD (Non-CIP),Alarms,2077,3.24,124.07,,,,,665.57,2270.43,2268.30,3,104,,,,,239,862,1460,26.75,9.02,,,2.01,0.05,,
04/25/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,242,3.21,97.81,,,,,383.39,1426.57,1420.05,3,80,,,,,114.5,658,961.5,17.39,4.76,,,1.58,0.05,,
04/25/2016,NYPD (Non-CIP),Other Crimes (In Progress),2243,3.24,150.93,,,,,353.87,838.25,833.50,3,122,,,,,97,292,598,8.07,3.38,,,2.46,0.05,,
04/25/2016,NYPD (Non-CIP),Dispute,5218,3.21,170.78,,,,,764.97,2145.89,2136.91,3,142,,,,,191,639.5,1269.5,23.02,9.90,,,2.79,0.05,,
04/25/2016,NYPD (Non-CIP),Vehicle Accident,2962,2.86,162.37,,,,,781.82,3114.19,3068.73,3,136,,,,,255,1482,2196,38.87,10.32,,,2.66,0.05,,
04/25/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1265,3.29,163.72,,,,,638.70,1724.29,1705.52,3,138,,,,,178,479,1006,18.09,7.92,,,2.67,0.05,,
04/25/2016,NYPD (Non-CIP),Past Crime,3034,2.95,201.44,,,,,844.03,3111.62,3042.95,3,169,,,,,230.5,1253,1961.5,37.79,10.71,,,3.31,0.05,,
05/02/2016,EMS,2. Non-Life Threatening Med Emergencies,12833,3.44,75.97,,,82.51,142.12,189.60,674.53,603.68,3,79.5,,,11,47.5,96,416.5,527.5,8.08,1.74,0.89,0.14,1.21,0.06,,
05/02/2016,EMS,1. Life Threating Med Emergencies,9261,3.43,60.10,,,65.22,126.27,160.70,528.00,464.19,3,63,,,11,42,85.5,324,405.5,6.12,1.54,0.93,0.11,0.95,0.06,,
05/02/2016,FDNY,2. Non-Structural Fires,127,3.38,92.88,,,,,105.01,378.49,358.01,3,65,,,,,10,238,323,4.56,0.20,,,1.49,0.06,,
05/02/2016,FDNY,3. Medical Emergencies,3181,3.41,165.47,,,67.36,161.90,186.70,453.19,395.38,3,109,,,5,49,7,251,375,4.44,0.35,1.61,0.09,2.70,0.06,,
05/02/2016,FDNY,4. Non-Medical Emergencies,2749,3.53,184.54,,,,,200.36,495.99,451.48,3,77,,,,,11,262,367,4.93,0.26,,,3.02,0.06,,
05/02/2016,FDNY,1. Structural Fires,235,3.44,81.60,,,,,95.10,296.74,293.27,3,66,,,,,10,195,280,3.36,0.22,,,1.30,0.06,,
05/02/2016,NYPD,2. Serious,2074,3.41,117.57,,,,,246.99,530.97,511.48,3,92,,,,,79,184,397,4.73,2.16,,,1.90,0.06,,
05/02/2016,NYPD,1. Critical,975,3.33,114.59,,,,,221.97,417.97,397.10,3,86,,,,,66,136,325,3.27,1.79,,,1.85,0.06,,
05/02/2016,NYPD,3. Non-Critical,915,3.42,157.90,,,,,447.66,1083.15,1068.92,3,130,,,,,124,358,715,10.59,4.83,,,2.57,0.06,,
05/02/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,401,3.39,122.53,,,,,254.82,1850.18,749.76,3,89,,,,,72,939,362,26.59,2.20,,,1.99,0.06,,
05/02/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,244,3.45,104.86,,,,,401.83,1670.57,1649.95,3,79.5,,,,,119,691.5,1044.5,21.15,4.95,,,1.69,0.06,,
05/02/2016,NYPD (Non-CIP),Alarms,2225,3.39,120.92,,,,,676.67,2408.44,2403.46,3,104,,,,,258,922,1509,28.86,9.26,,,1.96,0.06,,
05/02/2016,NYPD (Non-CIP),Other Crimes (In Progress),2488,3.37,147.77,,,,,393.53,909.17,905.79,3,121,,,,,106,311,629.5,8.59,4.10,,,2.41,0.06,,
05/02/2016,NYPD (Non-CIP),Vehicle Accident,3665,2.97,163.87,,,,,902.90,3497.99,3434.90,3,139,,,,,298,1634,2374,43.25,12.32,,,2.68,0.05,,
05/02/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1281,3.37,159.72,,,,,692.53,1819.58,1816.85,3,139,,,,,198,533,1091,18.78,8.88,,,2.61,0.06,,
05/02/2016,NYPD (Non-CIP),Dispute,5333,3.44,170.38,,,,,833.87,2426.05,2405.58,3,142,,,,,214,724,1393,26.54,11.06,,,2.78,0.06,,
05/02/2016,NYPD (Non-CIP),Possible Crimes,6345,3.44,156.91,,,,,773.50,2470.56,2373.94,3,125,,,,,224,781,1362,28.28,10.28,,,2.56,0.06,,
05/02/2016,NYPD (Non-CIP),Past Crime,3042,3.09,194.68,,,,,978.16,3465.08,3383.20,3,168,,,,,292,1295.5,2093,41.45,13.06,,,3.19,0.05,,
05/09/2016,EMS,1. Life Threating Med Emergencies,9851,3.53,59.01,,,63.85,119.31,158.86,533.65,465.85,3,63,,,10,41.5,85,327,405,6.25,1.53,0.85,0.10,0.93,0.06,,
05/09/2016,EMS,2. Non-Life Threatening Med Emergencies,13143,3.56,74.80,,,81.00,128.77,202.80,725.80,631.12,3,77.75,,,10.75,46.5,94.5,433.5,527.75,8.72,1.98,0.72,0.13,1.19,0.06,,
05/09/2016,FDNY,2. Non-Structural Fires,203,3.56,76.12,,,,,90.28,348.53,337.69,3,60,,,,,10,224,300,4.30,0.24,,,1.21,0.06,,
05/09/2016,FDNY,3. Medical Emergencies,3386,3.59,182.00,,,67.96,178.13,205.57,473.06,400.13,3,109,,,5,49,7,252,375,4.46,0.39,1.88,0.09,2.97,0.06,,
05/09/2016,FDNY,4. Non-Medical Emergencies,2693,3.59,182.94,,,,,199.78,493.92,456.16,3,78,,,,,12,262,375,4.90,0.28,,,2.99,0.06,,
05/09/2016,FDNY,1. Structural Fires,286,3.79,92.26,,,,,105.64,302.00,295.34,3,64,,,,,10,190,271,3.27,0.22,,,1.47,0.06,,
05/09/2016,NYPD,3. Non-Critical,962,3.57,158.80,,,,,435.17,1032.40,1028.94,3,133,,,,,116,355.5,683,9.95,4.61,,,2.59,0.06,,
05/09/2016,NYPD,1. Critical,1011,3.64,115.38,,,,,216.37,406.00,394.27,3,84,,,,,66,134,322,3.16,1.68,,,1.86,0.06,,
05/09/2016,NYPD,2. Serious,2235,3.54,116.64,,,,,254.83,541.92,513.50,3,91,,,,,80,185,394,4.78,2.30,,,1.89,0.06,,
05/09/2016,NYPD (Non-CIP),Vehicle Accident,3837,3.04,164.55,,,,,1010.39,3897.94,3805.09,3,139,,,,,355,1792,2562,48.13,14.10,,,2.69,0.05,,
05/09/2016,NYPD (Non-CIP),Past Crime,3390,3.21,201.04,,,,,1041.25,3734.04,3651.80,3,172,,,,,314,1441,2314.5,44.88,14.00,,,3.30,0.05,,
05/09/2016,NYPD (Non-CIP),Possible Crimes,6687,3.56,156.97,,,,,841.69,2593.65,2506.74,3,126,,,,,231,810,1443,29.20,11.41,,,2.56,0.06,,
05/09/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,255,3.84,98.94,,,,,450.55,1777.93,1771.48,3,74,,,,,123,673,1080,22.12,5.86,,,1.59,0.06,,
05/09/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,383,3.40,121.62,,,,,267.86,1965.59,814.46,3,87,,,,,72,983,380,28.30,2.44,,,1.97,0.06,,
05/09/2016,NYPD (Non-CIP),Alarms,2234,3.58,123.97,,,,,814.72,2805.13,2805.13,3,104.5,,,,,272,1014,1667.5,33.17,11.51,,,2.01,0.06,,
05/09/2016,NYPD (Non-CIP),Other Crimes (In Progress),2412,3.59,147.52,,,,,393.63,961.80,955.93,3,120,,,,,108,309.5,612.5,9.47,4.10,,,2.40,0.06,,
05/09/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1346,3.43,165.09,,,,,775.01,2097.15,2084.17,3,140.5,,,,,195.5,600,1144,22.04,10.17,,,2.69,0.06,,
05/09/2016,NYPD (Non-CIP),Dispute,5373,3.60,170.96,,,,,918.02,2649.53,2629.25,3,143,,,,,244,772,1539,28.86,12.45,,,2.79,0.06,,
05/16/2016,EMS,2. Non-Life Threatening Med Emergencies,13048,3.67,75.03,,,81.54,126.72,210.58,754.01,654.61,3,77,,,11,47,97,445,542,9.06,2.08,0.67,0.14,1.19,0.06,,
05/16/2016,EMS,1. Life Threating Med Emergencies,9537,3.61,59.44,,,64.37,118.88,158.18,544.18,474.61,3,63.5,,,10,41.5,87,329.5,405.5,6.43,1.50,0.81,0.11,0.93,0.06,,
05/16/2016,FDNY,2. Non-Structural Fires,200,3.66,78.97,,,,,93.37,347.35,340.18,3,60,,,,,11,237,325,4.23,0.24,,,1.26,0.06,,
05/16/2016,FDNY,3. Medical Emergencies,3251,3.75,172.34,,,67.16,168.66,200.91,469.14,407.58,3,109,,,5,48,7,250,377,4.47,0.48,1.73,0.08,2.81,0.06,,
05/16/2016,FDNY,4. Non-Medical Emergencies,2521,3.65,222.82,,,,,239.70,534.41,471.65,3,79,,,,,12,261,370,4.91,0.28,,,3.65,0.06,,
05/16/2016,FDNY,1. Structural Fires,304,3.63,80.56,,,,,93.69,291.45,284.75,3,63,,,,,11,193,277,3.30,0.22,,,1.28,0.06,,
05/16/2016,NYPD,3. Non-Critical,937,3.83,154.86,,,,,406.36,1054.73,1053.39,3,129,,,,,111,332,673,10.81,4.19,,,2.52,0.06,,
05/16/2016,NYPD,2. Serious,2286,3.70,113.76,,,,,250.64,558.18,541.02,3,87,,,,,80,189.5,407.5,5.13,2.28,,,1.83,0.06,,
05/16/2016,NYPD,1. Critical,1065,3.59,111.81,,,,,215.63,403.74,396.42,3,83,,,,,62,143,330,3.14,1.73,,,1.80,0.06,,
05/16/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1376,3.71,165.37,,,,,817.46,2042.65,2016.42,3,141,,,,,231.5,554,1161.5,20.42,10.87,,,2.69,0.06,,
05/16/2016,NYPD (Non-CIP),Past Crime,3316,3.27,198.72,,,,,1064.14,3980.21,3895.94,3,167,,,,,301.5,1558.5,2384,48.60,14.42,,,3.26,0.05,,
05/16/2016,NYPD (Non-CIP),Vehicle Accident,3792,3.10,163.99,,,,,1012.97,3897.71,3820.89,3,139,,,,,365,1832,2602.5,48.08,14.15,,,2.68,0.05,,
05/16/2016,NYPD (Non-CIP),Alarms,1970,3.61,120.34,,,,,786.20,2771.52,2771.52,3,103,,,,,302,989,1628,33.09,11.10,,,1.95,0.06,,
05/16/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,371,3.42,111.24,,,,,253.74,2172.73,850.50,3,85,,,,,64,1068,368,31.98,2.37,,,1.80,0.06,,
05/16/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,225,3.80,92.88,,,,,514.44,1628.48,1628.48,3,71,,,,,177,665,1199,18.57,7.03,,,1.48,0.06,,
05/16/2016,NYPD (Non-CIP),Other Crimes (In Progress),2438,3.61,153.36,,,,,413.25,947.17,943.79,3,124,,,,,112,326,651.5,8.90,4.33,,,2.50,0.06,,
05/16/2016,NYPD (Non-CIP),Possible Crimes,6491,3.65,157.00,,,,,859.52,2785.01,2695.34,3,123,,,,,239,821,1432,32.09,11.71,,,2.56,0.06,,
05/16/2016,NYPD (Non-CIP),Dispute,5421,3.63,169.03,,,,,916.98,2620.76,2609.73,3,142,,,,,238,768,1508,28.40,12.47,,,2.76,0.06,,
05/16/2016,NYPD (Non-CIP),United States Postal Service - Bio Hazard Detection System,1,3.00,78.00,,,,,143.00,1183.00,346.00,3,75,,,,,65,1040,346,17.33,1.08,,,1.25,0.05,,
05/23/2016,EMS,2. Non-Life Threatening Med Emergencies,13794,3.56,74.17,,,80.89,120.70,211.78,748.61,655.40,3,78.5,,,11,46.5,98,441,542.5,8.95,2.14,0.61,0.14,1.18,0.06,,
05/23/2016,EMS,1. Life Threating Med Emergencies,10323,3.57,61.06,,,66.20,120.47,162.21,540.81,470.36,3,64,,,10,41,86,327,403.5,6.31,1.55,0.82,0.11,0.96,0.06,,
05/23/2016,FDNY,4. Non-Medical Emergencies,2876,3.54,187.73,,,,,204.61,498.97,449.42,3,76,,,,,11,262,370,4.91,0.28,,,3.07,0.06,,
05/23/2016,FDNY,1. Structural Fires,275,3.72,75.19,,,,,89.77,291.21,285.81,3,60,,,,,11,199,273,3.36,0.24,,,1.19,0.06,,
05/23/2016,FDNY,2. Non-Structural Fires,225,3.50,82.55,,,,,97.41,344.93,341.56,3,67,,,,,11,233,316,4.13,0.25,,,1.32,0.06,,
05/23/2016,FDNY,3. Medical Emergencies,3628,3.64,171.25,,,70.06,167.53,196.41,463.70,401.28,3,108,,,5,46,7,247,369,4.45,0.42,1.66,0.08,2.79,0.06,,
05/23/2016,NYPD,2. Serious,2400,3.51,116.82,,,,,271.65,597.09,570.43,3,90,,,,,85,192,416,5.42,2.58,,,1.89,0.06,,
05/23/2016,NYPD,3. Non-Critical,921,3.59,155.59,,,,,551.77,1271.77,1250.03,3,135,,,,,140,359,753,12.00,6.60,,,2.53,0.06,,
05/23/2016,NYPD,1. Critical,1154,3.67,103.23,,,,,226.78,437.95,411.82,3,80,,,,,71,139,323.5,3.52,2.06,,,1.66,0.06,,
05/23/2016,NYPD (Non-CIP),Vehicle Accident,3913,3.03,166.54,,,,,1187.99,4178.97,4069.22,3,141,,,,,404,1842,2735,49.85,17.02,,,2.73,0.05,,
05/23/2016,NYPD (Non-CIP),Past Crime,3366,3.23,203.98,,,,,1225.77,4250.88,4174.16,3,170,,,,,349.5,1684,2595.5,50.42,17.03,,,3.35,0.05,,
05/23/2016,NYPD (Non-CIP),Possible Crimes,6903,3.56,154.77,,,,,950.80,2875.52,2784.08,3,122,,,,,260,812,1481,32.08,13.27,,,2.52,0.06,,
05/23/2016,NYPD (Non-CIP),Other Crimes (In Progress),2842,3.56,148.74,,,,,476.03,1031.24,1024.32,3,118,,,,,124,303,644,9.25,5.45,,,2.42,0.06,,
05/23/2016,NYPD (Non-CIP),Alarms,2353,3.60,123.66,,,,,923.37,2973.87,2973.75,3,105,,,,,313,978,1714,34.17,13.33,,,2.00,0.06,,
05/23/2016,NYPD (Non-CIP),Dispute,5603,3.55,168.88,,,,,1035.44,2853.01,2835.58,3,143,,,,,272,778,1600,30.29,14.44,,,2.76,0.06,,
05/23/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,241,3.48,96.10,,,,,587.62,2119.83,2095.84,3,72,,,,,154,803,1409,25.54,8.19,,,1.54,0.06,,
05/23/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,331,3.46,119.92,,,,,289.72,2270.99,969.18,3,83,,,,,70,1072,377,33.02,2.83,,,1.94,0.06,,
05/23/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1459,3.69,172.16,,,,,953.15,2234.46,2221.82,3,146,,,,,265,566,1262,21.36,13.02,,,2.81,0.06,,
05/30/2016,EMS,1. Life Threating Med Emergencies,9584,3.89,59.83,,,64.73,120.62,157.90,528.15,463.13,3,62,,,11,41,85.5,316.5,388,6.17,1.50,0.84,0.10,0.94,0.06,,
05/30/2016,EMS,2. Non-Life Threatening Med Emergencies,13291,3.83,77.01,,,83.91,137.67,201.09,712.51,630.36,3,77.5,,,11,47,96.5,431,533,8.52,1.94,0.83,0.14,1.22,0.06,,
05/30/2016,FDNY,1. Structural Fires,255,4.25,85.70,,,,,98.52,303.93,300.01,3,63,,,,,10,195,278,3.42,0.21,,,1.36,0.07,,
05/30/2016,FDNY,3. Medical Emergencies,3403,3.94,165.84,,,68.84,162.23,190.06,453.55,397.00,3,108,,,5,46,7,249,372,4.39,0.40,1.59,0.09,2.70,0.07,,
05/30/2016,FDNY,2. Non-Structural Fires,158,4.09,99.34,,,,,114.16,377.40,357.21,3,65.5,,,,,12,245.5,321.5,4.39,0.25,,,1.59,0.07,,
05/30/2016,FDNY,4. Non-Medical Emergencies,2965,3.90,191.45,,,,,210.23,511.59,472.42,3,79,,,,,12,269,379,5.02,0.31,,,3.13,0.07,,
05/30/2016,NYPD,1. Critical,1210,3.98,115.09,,,,,212.72,401.83,384.25,3,87,,,,,68,137,330.5,3.15,1.63,,,1.85,0.07,,
05/30/2016,NYPD,2. Serious,2330,3.87,116.01,,,,,269.05,578.29,555.49,3,91,,,,,81,186,405,5.15,2.55,,,1.87,0.06,,
05/30/2016,NYPD,3. Non-Critical,941,3.87,155.23,,,,,437.65,1105.97,1102.02,3,126,,,,,122,335,677,11.14,4.71,,,2.52,0.06,,
05/30/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,199,4.31,99.07,,,,,410.77,1512.97,1509.33,3,72,,,,,116,638,1016,18.37,5.19,,,1.58,0.07,,
05/30/2016,NYPD (Non-CIP),Dispute,5914,3.75,168.86,,,,,912.94,2748.50,2729.79,3,141,,,,,246,822,1586,30.59,12.40,,,2.75,0.06,,
05/30/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,329,4.00,118.22,,,,,242.44,1980.82,871.35,3,88,,,,,64,975,399,28.97,2.07,,,1.90,0.07,,
05/30/2016,NYPD (Non-CIP),Other Crimes (In Progress),2709,3.95,149.68,,,,,420.95,991.59,985.49,3,123,,,,,114,314,638,9.51,4.52,,,2.43,0.07,,
05/30/2016,NYPD (Non-CIP),Vehicle Accident,3796,3.11,164.10,,,,,1078.59,3950.95,3877.03,3,139,,,,,376,1777,2635.5,47.87,15.24,,,2.68,0.05,,
05/30/2016,NYPD (Non-CIP),Alarms,2258,3.69,123.46,,,,,880.11,2776.49,2775.23,3,105,,,,,302.5,922.5,1630,31.61,12.61,,,2.00,0.06,,
05/30/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,1483,3.80,170.17,,,,,808.99,2092.52,2088.69,3,147,,,,,206,562,1111,21.39,10.65,,,2.77,0.06,,
05/30/2016,NYPD (Non-CIP),Past Crime,3469,3.34,199.96,,,,,1045.35,3887.08,3801.18,3,171,,,,,307,1552,2361,47.36,14.09,,,3.28,0.06,,
05/30/2016,NYPD (Non-CIP),Possible Crimes,7136,3.76,156.42,,,,,834.47,2758.65,2656.32,3,124,,,,,237,862,1459,32.07,11.30,,,2.54,0.06,,
06/06/2016,EMS,1. Life Threating Med Emergencies,9512,3.90,59.80,,,64.81,120.11,158.70,537.41,467.22,3,65.5,,,10,42,86,324,399.25,6.31,1.49,0.81,0.11,0.93,0.07,,
06/06/2016,EMS,2. Non-Life Threatening Med Emergencies,12834,3.88,74.91,,,81.21,121.46,204.16,740.97,655.18,3,80,,,10.5,47.5,99,445.5,547.5,8.95,1.99,0.60,0.13,1.19,0.06,,
06/06/2016,FDNY,4. Non-Medical Emergencies,2624,3.93,205.97,,,,,222.36,519.26,470.23,3,76,,,,,12,268,376,4.94,0.27,,,3.37,0.07,,
06/06/2016,FDNY,2. Non-Structural Fires,215,4.02,88.67,,,,,103.12,374.13,366.35,3,60,,,,,10,241,330,4.52,0.24,,,1.41,0.07,,
06/06/2016,FDNY,1. Structural Fires,223,3.61,73.66,,,,,85.43,282.70,277.66,3,60,,,,,9,193,265,3.29,0.20,,,1.17,0.06,,
06/06/2016,FDNY,3. Medical Emergencies,3374,3.86,171.95,,,67.22,168.24,196.24,460.10,397.41,3,106,,,5,45,7,248,371,4.40,0.40,1.72,0.08,2.80,0.06,,
06/06/2016,NYPD,1. Critical,1047,4.12,109.51,,,,,221.76,443.30,410.17,3,81,,,,,68,138,326,3.69,1.87,,,1.76,0.07,,
06/06/2016,NYPD,2. Serious,2187,3.82,114.61,,,,,249.90,558.47,530.02,3,88,,,,,81,190,408,5.14,2.25,,,1.85,0.06,,
